지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,재질,구조,연장,폭원,높이-최대,높이-최소,대장초기화여부,비고,구분ID,경도,위도
옹벽,1517,도산면,348020783C,통영시,9052,,철근콘크리트,,14.35,0.3,1.4,0.2,1,,211,128.3123867,34.90701655
옹벽,1518,도산면,348020783C,통영시,9052,,철근콘크리트,,26.14,0.3,1.5,0.2,1,,212,128.3107207,34.90683454
옹벽,1519,도산면,348020783C,통영시,9052,,철근콘크리트,,56.67,0.3,1,0.2,1,,213,128.3112306,34.90679293
옹벽,1520,도산면,348020783D,통영시,9056,,철근콘크리트,,14.55,0.3,1.8,0.6,1,,214,128.3135367,34.90696241
옹벽,1521,도산면,348020784D,통영시,9059,,철근콘크리트,,34.13,0.3,1.1,0.2,1,,215,128.318177,34.90662589
옹벽,1522,도산면,348020787A,통영시,9197,,철근콘크리트,,225.72,0.3,1.1,0.4,1,,216,128.3302614,34.90799459
옹벽,1523,도산면,348020788C,통영시,9063,,철근콘크리트,,96.9,0.3,1.1,0.2,1,,217,128.337313,34.90574578
옹벽,1524,도산면,348020788C,통영시,9063,,철근콘크리트,,47.41,0.3,1.5,0.3,1,,218,128.3367182,34.90562165
옹벽,1525,도산면,348020788D,통영시,9064,,철근콘크리트,,12.12,0.3,1.1,1.1,1,,219,128.3378876,34.90586947
옹벽,1526,도산면,348020788D,통영시,9064,,철근콘크리트,,36.51,0.3,1.1,0.2,1,,220,128.3381799,34.90585625
옹벽,1527,도산면,348020788D,통영시,9064,,철근콘크리트,,117.28,0.3,1.1,0.2,1,,221,128.3390075,34.90562236
옹벽,1528,도산면,348020788D,통영시,9064,,철근콘크리트,,17.9,0.3,1.1,0.2,1,,222,128.3396992,34.90529871
옹벽,1529,도산면,348020782C,통영시,9043,,철근콘크리트,,67.88,0.3,1.5,0.2,1,,223,128.3072509,34.90624735
옹벽,1530,도산면,348021213A,통영시,9046,,철근콘크리트,,23.6,0.3,1,0.1,1,,224,128.3102744,34.89418339
옹벽,1531,도산면,348021213A,통영시,9046,,철근콘크리트,,46.99,0.3,1.2,0.1,1,,225,128.3100886,34.89451644
옹벽,1532,도산면,348021336A,통영시,9106,,철근콘크리트,,3.28,0.3,1.2,0.1,1,,226,128.3774155,34.88275642
옹벽,1533,도산면,348021234B,통영시,9046,,철근콘크리트,,81.6,0.3,3,3,1,,227,128.3194604,34.88259783
옹벽,1534,도산면,348021227B,통영시,9119,,철근콘크리트,,43.72,0.3,1.1,0.2,1,,228,128.3349674,34.88896478
옹벽,1535,도산면,348021218C,통영시,9119,,철근콘크리트,,275.46,0.3,0.2,0.2,1,,229,128.3368083,34.89014479
옹벽,1536,도산면,348021218D,통영시,9119,,철근콘크리트,,77.79,0.3,0.3,0.3,1,,230,128.3397254,34.89166657
옹벽,1537,도산면,348021345A,통영시,9106,,철근콘크리트,,14.12,0.3,1.1,0.1,1,,231,128.3718201,34.87940787
옹벽,1538,도산면,348021345A,통영시,9138,,철근콘크리트,,6.72,0.3,1.1,0.1,1,,232,128.3715268,34.87911974
옹벽,1539,도산면,348021345A,통영시,9138,,철근콘크리트,,24.27,0.3,1.1,0.1,1,,233,128.3710608,34.87875816
옹벽,1540,도산면,348021345A,통영시,9138,,철근콘크리트,,26.88,0.3,1.1,0.1,1,,234,128.3708949,34.87854552
옹벽,1541,도산면,348021345A,통영시,9138,,철근콘크리트,,15.45,0.3,1.1,0.1,1,,235,128.3702295,34.87781497
옹벽,1542,도산면,348021345A,통영시,9187,,철근콘크리트,,85.32,0.3,1.1,0.5,1,,236,128.3716034,34.87884431
옹벽,1543,도산면,348021345A,통영시,9187,,철근콘크리트,,3.38,0.3,0.68,0.2,1,,237,128.3714757,34.87841716
옹벽,1544,도산면,348021331D,통영시,9141,,철근콘크리트,,45.49,0.3,1,1,1,,238,128.3544353,34.88027776
옹벽,1545,도산면,348021229A,통영시,9117,,철근콘크리트,,18.61,0.3,0.5,0.5,1,,239,128.3424762,34.88904166
옹벽,1546,도산면,348021314B,통영시,9077,,철근콘크리트,,24.91,0.3,1,0.1,1,,240,128.3697523,34.89320924
옹벽,1547,도산면,348021314B,통영시,9098,,철근콘크리트,,13.75,0.3,1,0.1,1,,241,128.3698112,34.89341431
옹벽,1548,도산면,348021219C,통영시,9119,,철근콘크리트,,56.99,0.3,1,0.3,1,,242,128.3414087,34.89172972
옹벽,1549,도산면,348021219C,통영시,9119,,철근콘크리트,,78.2,0.3,1,0.3,1,,243,128.3414095,34.89175875
옹벽,1550,도산면,348021342A,통영시,9141,,철근콘크리트,,89.78,0.3,1,0.1,1,,244,128.3574879,34.87876104
옹벽,1551,도산면,348021237C,통영시,9124,,철근콘크리트,,31.72,0.3,1.1,0.2,1,,245,128.3301417,34.8814486
옹벽,1552,도산면,348021237C,통영시,9124,,철근콘크리트,,10.64,0.3,1.1,0.2,1,,246,128.3304055,34.881433
옹벽,1553,도산면,348021237C,통영시,9124,,철근콘크리트,,44.16,0.3,1.1,0.2,1,,247,128.3307352,34.88144332
옹벽,1554,도산면,348021237C,통영시,9124,,철근콘크리트,,55.52,0.3,1.1,0.3,1,,248,128.3312549,34.88151329
옹벽,1555,도산면,348021239D,통영시,9149,,철근콘크리트,,213.11,0.3,1.4,0.3,1,,249,128.3429479,34.88217101
옹벽,1556,도산면,348021311B,통영시,9073,,철근콘크리트,,49.32,0.3,1.1,0.25,1,,250,128.3526064,34.89372432
옹벽,1377,도산면,348021229B,통영시,9117,,철근콘크리트,,92.88,0.3,0.5,0.5,1,,251,128.3428989,34.88875792
석축,1378,도산면,348021331D,통영시,9141,,석축,,19.96,0.3,5,5,1,,252,128.3542342,34.88028212
석축,1379,도산면,348021326B,통영시,9106,,석축,,23.61,0.3,3,3,1,,253,128.3781489,34.88800932
석축,1380,도산면,348021236D,통영시,9124,,석축,,8.88,0.3,2.6,2.6,1,,254,128.3289584,34.88157927
석축,1381,도산면,348021236D,통영시,9124,,석축,,15.87,0.3,3.9,0.3,1,,255,128.3287041,34.88154862
옹벽,1382,도산면,348021234B,통영시,9046,,철근콘크리트,,79.45,0.3,3,3,1,,256,128.3194551,34.88260563
옹벽,1383,도산면,348021234A,통영시,9046,,철근콘크리트,,252.68,0.3,1,0.1,1,,257,128.3174958,34.88238948
석축,1384,도산면,348021212B,통영시,9046,,석축,,21.72,0.3,0.9,0.9,1,,258,128.3098298,34.89479159
석축,1385,도산면,348021344D,통영시,9138,,석축,,10.48,0.3,1.7,1,1,,259,128.3693237,34.87736343
석축,1386,도산면,348020700D,통영시,9067,,석축,,47.01,0.3,1.7,1.7,1,,260,128.3492774,34.90005555
석축,1387,도산면,348020700D,통영시,9067,,석축,,30.29,0.3,1.7,1.7,1,,261,128.3485379,34.90045471
옹벽,1349,산양읍,348021857A,통영시,8915,,철근콘크리트,,332.24,0.3,1,0.5,1,,262,128.3818617,34.82327897
옹벽,1350,산양읍,348021845D,통영시,8912,,철근콘크리트,,19,0.3,4,0.5,1,,263,128.3747512,34.82688195
옹벽,1351,산양읍,348021846C,통영시,8915,,철근콘크리트,,147.47,0.3,3,0.5,1,,264,128.375847,34.82620107
석축,1352,산양읍,348021855A,통영시,8727,,석축,,7.3,0.3,2.5,0.5,1,,265,128.3708934,34.82317329
석축,1353,산양읍,348021855A,통영시,8728,,석축,,5.87,0.3,2.5,0.5,1,,266,128.3710074,34.8231352
석축,1354,산양읍,348021855A,통영시,8910,,석축,,8.33,0.3,2.5,0.5,1,,267,128.3710384,34.82317509
석축,1355,산양읍,348021855A,통영시,8910,,석축,,4.01,0.3,2.5,0.5,1,,268,128.3709256,34.8232049
옹벽,1356,산양읍,348021833D,통영시,8907,,철근콘크리트,,129.31,0.3,1,0.5,1,,269,128.3625354,34.83179781
옹벽,2260,사량면,348012050A,통영시,10807,RD20091004,철근콘크리트,,436.16,0.3,1,0.4,1,,270,128.2454499,34.82846216
옹벽,2259,사량면,348012039D,통영시,10807,RD20067507,철근콘크리트,,65.7,0.3,1,0.2,1,,271,128.2443924,34.8305551
옹벽,1679,무전동,348021464D,통영시,9322,,철근콘크리트,,48.57,0.3,2,1,1,,272,128.4198072,34.86560531
옹벽,1680,광도면,348021414A,통영시,9334,,철근콘크리트,,184.71,0.3,2,1,1,,273,128.4166909,34.89253189
옹벽,1681,광도면,348021414D,통영시,9331,,철근콘크리트,,95.22,0.3,1.5,0.2,1,,274,128.4182014,34.89156334
옹벽,1682,광도면,348021424B,통영시,9339,,철근콘크리트,,8.63,0.3,0.6,0.1,1,,275,128.4186635,34.88992686
옹벽,1683,광도면,348021414A,통영시,9334,,철근콘크리트,,136.94,0.3,2.3,0.2,1,,276,128.4162917,34.89281706
석축,1245,산양읍,348021851B,통영시,8869,,석축,,10.35,0.3,3.5,0.5,1,,277,128.3536417,34.8245662
옹벽,1246,산양읍,348021851B,통영시,8869,,철근콘크리트,,51.43,0.3,3.5,0.5,1,,278,128.3534088,34.82470656
옹벽,1247,산양읍,348021750D,통영시,8869,,철근콘크리트,,5.54,0.3,3,0.5,1,,279,128.3477937,34.82532596
옹벽,1248,산양읍,348021750D,통영시,8869,,철근콘크리트,,254.82,0.3,3.5,0.5,1,,280,128.3491602,34.82539491
옹벽,1249,산양읍,348021841C,통영시,8869,,철근콘크리트,,76.85,0.3,3.5,0.5,1,,281,128.3516307,34.82517168
옹벽,1250,산양읍,348021834B,통영시,8912,,철근콘크리트,,637.29,0.3,1,0.5,1,,282,128.3703159,34.83280085
석축,1251,산양읍,348021888D,통영시,8857,,석축,,32.74,0.3,1,0.5,1,,283,128.3891614,34.80523487
석축,1252,산양읍,348021888D,통영시,8857,,석축,,76.38,0.3,2,0.5,1,,284,128.3884583,34.80539957
석축,1253,산양읍,348021888D,통영시,8857,,석축,,26.19,0.3,1,0.5,1,,285,128.3894158,34.80502876
옹벽,1254,산양읍,348021899B,통영시,8854,,철근콘크리트,,336.42,0.3,2.5,0.5,1,,286,128.3941453,34.80480225
옹벽,1255,산양읍,348021845A,통영시,8912,,철근콘크리트,,87.47,0.3,3,0.5,1,,287,128.3722015,34.82951494
옹벽,1596,도산면,348021352C,통영시,9141,,철근콘크리트,,67.61,0.3,1.1,0.2,1,,288,128.3563708,34.87178636
옹벽,1597,도산면,348021352D,통영시,9141,,철근콘크리트,,86.01,0.3,1.5,0.2,1,,289,128.3581008,34.87160786
옹벽,1598,도산면,348021353A,통영시,9138,,철근콘크리트,,276.3,0.3,1,0.2,1,,290,128.3610608,34.87279359
옹벽,1599,도산면,348021353D,통영시,9138,,철근콘크리트,,618.47,0.3,1.1,0.2,1,,291,128.3639084,34.87195357
옹벽,1600,도산면,348021352D,통영시,9141,,철근콘크리트,,349.14,0.3,1,0.2,1,,292,128.3596862,34.87066071
옹벽,1601,도산면,348021353D,통영시,9138,,철근콘크리트,,30.54,0.3,1,0.2,1,,293,128.3635654,34.87096792
옹벽,1602,도산면,348021354A,통영시,9138,,철근콘크리트,,142.33,0.3,0.5,0.1,1,,294,128.3665876,34.87311618
옹벽,1603,도산면,348021354A,통영시,9138,,철근콘크리트,,61.46,0.3,1.2,0.1,1,,295,128.3674936,34.87361607
옹벽,1604,도산면,348021354B,통영시,9138,,철근콘크리트,,32.53,0.3,1.2,0.2,1,,296,128.3679235,34.87385747
옹벽,1605,도산면,348021344D,통영시,9138,,철근콘크리트,,95.03,0.3,1.1,0.2,1,,297,128.3693392,34.87525421
옹벽,1606,도산면,348021311A,통영시,9073,,철근콘크리트,,390.1,0.3,1.1,1.1,1,,298,128.3504354,34.89235845
옹벽,1607,도산면,348021229B,통영시,9117,,철근콘크리트,,23,0.3,0.5,0.5,1,,299,128.3436945,34.88825316
옹벽,1608,도산면,348021229C,통영시,9149,,철근콘크리트,,301.99,0.3,1.5,1.5,1,,300,128.3417313,34.88611987
옹벽,1609,도산면,348021229C,통영시,9149,,철근콘크리트,,92.43,0.3,1.1,1.1,1,,301,128.3410277,34.88669098
옹벽,1610,도산면,348021229D,통영시,9149,,철근콘크리트,,69.36,0.3,1.2,1.2,1,,302,128.3425299,34.88573884
옹벽,1611,도산면,348021229D,통영시,9133,,철근콘크리트,,197.8,0.3,1.3,1.3,1,,303,128.3448503,34.88752205
옹벽,1612,도산면,348021239B,통영시,9149,,철근콘크리트,,79.31,0.3,0.95,0.95,1,,304,128.3431382,34.88492722
옹벽,1613,도산면,348021334B,통영시,9106,,철근콘크리트,,73.67,0.3,1,0.3,1,,305,128.3690995,34.88325465
옹벽,1614,도산면,348021239B,통영시,9149,,철근콘크리트,,265.88,0.3,1.4,1.4,1,,306,128.3435257,34.88387749
옹벽,1615,도산면,348021331B,통영시,9141,,철근콘크리트,,170.37,0.3,1,1,1,,307,128.3526291,34.88274769
옹벽,1616,도산면,348021332C,통영시,9141,,철근콘크리트,,134.3,0.3,1,1,1,,308,128.3553866,34.88042283
옹벽,1375,도산면,348021225D,통영시,9046,,철근콘크리트,,192.13,0.3,1.1,0.1,1,,309,128.3241268,34.88552662
옹벽,1376,산양읍,348021958D,통영시,9249,,철근콘크리트,,24.49,0.3,0.95,0.9,1,,310,128.4394238,34.82210244
석축,1283,산양읍,348021864A,통영시,8892,,석축,,439.24,0.3,3,1,1,,311,128.3653481,34.81977412
옹벽,1348,산양읍,348021845D,통영시,8912,,철근콘크리트,,38.58,0.3,3.5,1,1,,312,128.3749657,34.82652792
옹벽,2341,한산면,348022588A,통영시,10170,,철근콘크리트,,59.96,0.3,1.1,0.2,1,,313,128.4861619,34.75769898
옹벽,2340,한산면,348022588A,통영시,10170,,철근콘크리트,,46.81,0.3,1.1,0.2,1,,314,128.485547,34.75788266
옹벽,2339,한산면,348022588A,통영시,10170,,철근콘크리트,,26.65,0.3,1,0.2,1,,315,128.485013,34.75802501
옹벽,2338,한산면,348022507B,통영시,10085,RD20021018,철근콘크리트,,97.39,0.3,1.1,0.3,1,,316,128.4846841,34.79964871
옹벽,2337,한산면,348022507B,통영시,10085,RD20021018,무근콘크리트,,64.12,0.3,1.1,0.3,1,,317,128.4846444,34.79943219
옹벽,2336,한산면,348022587B,통영시,10170,,철근콘크리트,,24.57,0.3,1,0.2,1,,318,128.484626,34.75812395
옹벽,2335,한산면,348022097D,통영시,10085,RD20021018,철근콘크리트,,117.35,0.3,1,0.2,1,,319,128.4840286,34.80096958
옹벽,2334,한산면,348022087B,통영시,10100,RD20045505,무근콘크리트,,52.25,0.3,1.2,0.2,1,,320,128.4839224,34.80904326
옹벽,2333,한산면,348022097D,통영시,10085,RD20021018,철근콘크리트,,21.81,0.3,0.3,0.2,1,,321,128.4838066,34.80112066
옹벽,2332,한산면,348022087B,통영시,10100,RD20045505,무근콘크리트,,96.89,0.3,1.2,0.2,1,,322,128.4837892,34.80904391
옹벽,2331,한산면,348022587B,통영시,10170,,철근콘크리트,,285.38,0.3,3.6,1.1,1,,323,128.4837334,34.75937444
옹벽,2201,사량면,348012074A,통영시,10660,,철근콘크리트,,33.16,0.3,1,0.2,1,,324,128.2151059,34.81444045
옹벽,2323,한산면,348022547A,통영시,10083,RD20087503,철근콘크리트,,169.71,0.3,1.2,0.2,1,,325,128.4817885,34.77894203
옹벽,2322,한산면,348022507A,통영시,10063,,무근콘크리트,,21.94,0.3,1.7,1.7,1,,326,128.4817454,34.79867105
옹벽,2321,한산면,348022577C,통영시,10073,,철근콘크리트,,47.04,0.3,1,0.5,1,,327,128.4817642,34.76118217
옹벽,2320,한산면,348022097A,통영시,10085,RD20021018,철근콘크리트,,157.25,0.3,1,0.2,1,,328,128.481461,34.80373726
옹벽,2319,한산면,348022537C,통영시,10095,,철근콘크리트,,76.2,0.3,1.2,0.2,1,,329,128.4812125,34.7816197
옹벽,2318,한산면,348022537C,통영시,10095,,철근콘크리트,,5.45,0.3,1.2,0.2,1,,330,128.4808954,34.78189434
옹벽,2317,한산면,348022537C,통영시,10095,,철근콘크리트,,50.77,0.3,1.2,0.2,1,,331,128.4806766,34.78205078
옹벽,2316,한산면,348022537C,통영시,10082,,철근콘크리트,,16.31,0.3,1.2,0.2,1,,332,128.4803942,34.78229035
옹벽,2315,한산면,348022537A,통영시,10055,,철근콘크리트,,30.85,0.3,1,0.2,1,,333,128.4801161,34.78312905
옹벽,1304,산양읍,348021748D,통영시,8877,,철근콘크리트,,257.15,0.3,3,0.5,1,,334,128.3400681,34.82555215
석축,1305,산양읍,348021749A,통영시,8875,,석축,,337.23,0.3,3,1,1,,335,128.3399765,34.82828031
옹벽,1306,산양읍,348021739C,통영시,8880,,철근콘크리트,,103.61,0.3,1.8,0.5,1,,336,128.3400362,34.8301526
옹벽,1307,산양읍,348021739A,통영시,8889,,철근콘크리트,,169.54,0.3,1,0.5,1,,337,128.3418343,34.83404516
석축,1308,산양읍,348021739D,통영시,8890,,석축,,232.23,0.3,3.2,1,1,,338,128.344553,34.83171628
옹벽,1312,산양읍,348021864A,통영시,8892,,철근콘크리트,,132.86,0.3,1,0.5,1,,339,128.3653023,34.8198797
옹벽,1313,산양읍,348021865D,통영시,8892,,철근콘크리트,,56.75,0.3,1,0.5,1,,340,128.3747813,34.81730612
옹벽,1314,산양읍,348021866C,통영시,8892,,철근콘크리트,,379.62,0.3,2,0.5,1,,341,128.3769252,34.81606612
석축,1315,산양읍,348021865D,통영시,8892,,석축,,14.46,0.3,4,1,1,,342,128.3739114,34.81724198
석축,1316,산양읍,348021865A,통영시,8892,,석축,,275.41,0.3,3.5,1,1,,343,128.3710076,34.8179723
옹벽,1317,산양읍,348022307D,통영시,8949,,철근콘크리트,,1262.79,0.3,3,0.5,1,,344,128.3812074,34.7960001
옹벽,1318,산양읍,348022307D,통영시,8950,,철근콘크리트,,51.57,0.3,1,0.5,1,,345,128.3840655,34.79649969
옹벽,1319,산양읍,348022317A,통영시,8804,,철근콘크리트,,61.36,0.3,1,0.5,1,,346,128.3822329,34.79301564
옹벽,1320,산양읍,348022339C,통영시,8392,,철근콘크리트,,54.84,0.3,1.5,0.5,1,,347,128.3921397,34.78235011
옹벽,1321,산양읍,348022318D,통영시,8801,,철근콘크리트,,155.88,0.3,1.5,0.5,1,,348,128.3875884,34.7912445
석축,1322,산양읍,348022318D,통영시,8801,,석축,,15.75,0.3,3.5,0.5,1,,349,128.3891624,34.79006558
석축,1323,산양읍,348022328B,통영시,8801,,석축,,16.36,0.3,3.5,0.5,1,,350,128.3894459,34.78976159
석축,1324,산양읍,348022328B,통영시,8799,,석축,,9.62,0.3,3.5,0.5,1,,351,128.3898921,34.78933949
석축,1325,산양읍,348022328B,통영시,8799,,석축,,10.73,0.3,3.5,0.5,1,,352,128.3899138,34.78931454
석축,1371,산양읍,348021868D,통영시,8916,,석축,,717.25,0.3,2.6,0.5,1,,353,128.3872913,34.81584384
석축,1372,산양읍,348022462C,통영시,8780,,석축,,2075.17,0.3,3,0.5,1,,354,128.4104856,34.7639341
옹벽,1373,산양읍,348022462C,통영시,8780,,철근콘크리트,,2075.17,0.3,3,0.5,1,,355,128.4104856,34.7639341
석축,1374,산양읍,348021739B,통영시,8890,,석축,,191.01,0.3,3.2,1,1,,356,128.3438996,34.83245173
옹벽,1346,산양읍,348021844A,통영시,8912,,철근콘크리트,,120.05,0.3,1,0.5,1,,357,128.3661733,34.82949271
옹벽,1347,산양읍,348021834C,통영시,8912,,철근콘크리트,,191.66,0.3,1,0.5,1,,358,128.3672284,34.83095724
옹벽,2271,한산면,348022504C,통영시,10008,RD20045512,철근콘크리트,,11.29,0.3,1.5,0.3,1,,359,128.4650236,34.79701623
석축,2270,한산면,348022523B,통영시,10010,,석축,,14.58,0.3,2.6,2.6,1,,360,128.4649445,34.78914595
석축,2269,한산면,348022503D,통영시,10275,,석축,,44.98,0.3,1,0.2,1,,361,128.4648205,34.7965265
옹벽,2268,한산면,348022503D,통영시,10275,,철근콘크리트,,78.48,0.3,0.3,0.3,1,,362,128.4643737,34.79567269
석축,2267,한산면,348022503D,통영시,10276,,석축,,28.25,0.3,1.6,0.5,1,,363,128.4640713,34.79514312
옹벽,2266,사량면,348021682A,통영시,10810,,철근콘크리트,,291.82,0.3,1.2,0.8,1,,364,128.2553684,34.80859356
옹벽,2265,사량면,348021681A,통영시,10810,,철근콘크리트,,85.94,0.3,1.2,0.4,1,,365,128.2512864,34.80868114
옹벽,2264,사량면,348012090B,통영시,10810,,철근콘크리트,,144.49,0.3,1.2,0.3,1,,366,128.2479546,34.80939031
옹벽,2263,사량면,348012050C,통영시,10807,RD20091004,철근콘크리트,,1.3,0.3,0.4,0.4,1,,367,128.2467038,34.82727302
옹벽,2262,사량면,348012090A,통영시,10810,,철근콘크리트,,143.61,0.3,1.2,1.2,1,,368,128.2465261,34.80989692
옹벽,2261,사량면,348012050C,통영시,10807,,철근콘크리트,,193.49,0.3,1,0.4,1,,369,128.246116,34.82657316
옹벽,2258,사량면,348012049B,통영시,10807,RD20067507,철근콘크리트,,381.45,0.3,1,0.2,1,,370,128.2434168,34.82973029
옹벽,2257,사량면,348012049B,통영시,10807,RD20067507,철근콘크리트,,15.46,0.3,1,0.2,1,,371,128.2425302,34.82810398
옹벽,2256,사량면,348012049A,통영시,10807,RD20067507,철근콘크리트,,22.89,0.3,0.5,0.1,1,,372,128.2422051,34.82791354
옹벽,2255,사량면,348012049A,통영시,10787,RD20067507,철근콘크리트,,18.52,0.3,1,0.1,1,,373,128.2418054,34.82795402
옹벽,2254,사량면,348012049A,통영시,10787,RD20067507,철근콘크리트,,61.4,0.3,1,0.2,1,,374,128.2415317,34.82829409
옹벽,2253,사량면,348012049A,통영시,10787,,철근콘크리트,,171.23,0.3,1,0.2,1,,375,128.2412686,34.82954113
옹벽,1684,광도면,348021414D,통영시,9331,,철근콘크리트,,100.52,0.3,3.1,0.7,1,,376,128.4185842,34.89121577
옹벽,1685,광도면,348021414D,통영시,9331,,철근콘크리트,,20.59,0.3,3.3,2,1,,377,128.4188416,34.89018944
석축,1686,광도면,348021414A,통영시,9335,,석축,,55.84,0.3,2.3,0.8,1,,378,128.4173374,34.89282752
석축,1687,광도면,348021414A,통영시,9335,,석축,,45.62,0.3,2.3,0.3,1,,379,128.4173218,34.89260154
옹벽,2385,한산면,348032162B,통영시,10270,,철근콘크리트,,60,0.3,2.4,1.8,1,,380,128.5093808,34.77000138
석축,490,광도면,348021414D,통영시,6630,,석축,,42.7,0.3,2.5,1.8,1,,381,128.4185182,34.89169302
옹벽,2325,한산면,348022097A,통영시,10085,RD20021018,철근콘크리트,,92.7,0.3,3.3,0.2,1,,382,128.4824995,34.80258955
석축,168,무전동,348021464D,통영시,275,,석축,,32.89,0.3,1.75,1,1,,383,128.4194752,34.86586934
옹벽,8,무전동,348021464D,통영시,9322,,철근콘크리트,,122.65,0.3,1.05,0.35,1,,384,128.4191101,34.86612015
옹벽,2384,한산면,348032142D,통영시,10270,,철근콘크리트,,181.63,0.3,0.5,0.5,1,,385,128.5090785,34.77735616
옹벽,2383,한산면,348032152B,통영시,10270,,철근콘크리트,,392.42,0.3,0.6,0.2,1,,386,128.509153,34.77262825
옹벽,2382,한산면,348032162B,통영시,10270,,철근콘크리트,,45.5,0.3,1,0.5,1,,387,128.5091774,34.76946752
옹벽,2381,한산면,348032142D,통영시,10270,,철근콘크리트,,11.45,0.3,1.6,1.6,1,,388,128.5089935,34.77693104
옹벽,2380,한산면,348032162B,통영시,10273,,철근콘크리트,,29.79,0.3,1,0.5,1,,389,128.5089533,34.76918964
