순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
26222,10-195-16,사하구,장림동,435,장림경희병원주변,지상,차량등,LED,1면3색,횡형3색,128.9759895,35.07384677
26223,10-195-15,사하구,장림동,435,장림경희병원주변,지상,보행등,LED,1면2색,보행등,128.9759875,35.07379535
26224,10-195-14,사하구,장림동,414-1,장림경희병원주변,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9762862,35.07354712
26225,10-195-13,사하구,장림동,414-1,장림경희병원주변,지상,차량등,LED,1면3색,횡형3색,128.9763282,35.07354432
26226,10-195-12,사하구,장림동,414-1,장림경희병원주변,지상,차량등,LED,1면3색,횡형3색,128.9763656,35.07354183
26227,10-195-11,사하구,장림동,435,장림경희병원주변,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9765641,35.07368593
26228,10-195-10,사하구,장림동,435,장림경희병원주변,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9766010,35.07382557
26229,10-195-09,사하구,장림동,435,장림경희병원주변,지상,차량등,LED,1면4색,횡형4색,128.9765288,35.07388980
26230,10-195-08,사하구,장림동,435,장림경희병원주변,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9766050,35.07385352
26231,10-195-07,사하구,장림동,435,장림경희병원주변,지상,차량등,LED,1면4색,횡형4색,128.9765671,35.07388617
26232,10-195-06,사하구,장림동,415-7,장림경희병원주변,지상,보행등,LED,1면2색,보행등,128.9766959,35.07432398
26233,10-195-05,사하구,장림동,415-7,장림경희병원주변,지상,차량등,LED,1면3색,종형3색,128.9766959,35.07432398
26234,10-195-04,사하구,장림동,1008-47,장림경희병원주변,지상,차량등,LED,1면3색,종형3색,128.9766132,35.07433388
26235,10-195-03,사하구,장림동,415-6,장림경희병원주변,지상,차량등,LED,1면3색,종형3색,128.9764990,35.07434865
26236,10-195-02,사하구,장림동,415-6,장림경희병원주변,지상,보행등,LED,1면2색,보행등,128.9764195,35.07435909
26237,10-195-01,사하구,장림동,415-6,장림경희병원주변,지상,차량등,LED,1면3색,종형3색,128.9764195,35.07435909
26238,10-194-24,사하구,당리동,324-5,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9764767,35.10182148
26239,10-194-23,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9764291,35.10180518
26240,10-194-22,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763891,35.10179148
26241,10-194-21,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763891,35.10179148
26242,10-194-20,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763784,35.10161576
26243,10-194-19,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763429,35.10161742
26244,10-194-18,사하구,당리동,324-5,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9763093,35.10161899
26245,10-194-17,사하구,당리동,324-5,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9763093,35.10161899
26246,10-194-16,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763459,35.10157683
26247,10-194-15,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763709,35.10154800
26248,10-194-14,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9763610,35.10127069
26249,10-194-13,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9764039,35.10128090
26250,10-194-12,사하구,당리동,330-9,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9764427,35.10129015
26251,10-194-11,사하구,당리동,330-9,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9764427,35.10129015
26252,10-194-10,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9764913,35.10131000
26253,10-194-09,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9765212,35.10132220
26254,10-194-08,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9765212,35.10132220
26255,10-194-07,사하구,당리동,330-9,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9767088,35.10128751
26256,10-194-06,사하구,당리동,330-9,대호맨션,지상,차량등,LED,1면3색,종형3색,128.9767088,35.10128751
26257,10-194-05,사하구,당리동,324-5,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9767263,35.10161526
26258,10-194-04,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9766876,35.10164933
26259,10-194-03,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9766616,35.10167219
26260,10-194-02,사하구,당리동,324-5,대호맨션,지상,차량등,LED,1면4색,횡형4색,128.9766616,35.10167219
26261,10-194-01,사하구,당리동,324-5,대호맨션,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9765712,35.10179700
26262,10-192-06,사하구,다대동,1641,다대몰운대초교,지상,차량등,LED,1면3색,횡형3색,128.9624612,35.05454167
26263,10-192-05,사하구,다대동,1641,다대몰운대초교,지상,차량등,LED,1면3색,횡형3색,128.9624612,35.05454167
26264,10-192-04,사하구,다대동,산113-68,다대몰운대초교,지상,보행등,LED,1면2색,보행등,128.9623961,35.05445242
26265,10-192-03,사하구,다대동,1641,다대몰운대초교,지상,보행등,LED,1면2색,보행등,128.9624969,35.05445316
26266,10-192-02,사하구,다대동,1641,다대몰운대초교,지상,차량등,LED,1면3색,횡형3색,128.9625034,35.05460437
26267,10-192-01,사하구,다대동,1641,다대몰운대초교,지상,차량등,LED,1면3색,횡형3색,128.9625034,35.05460437
26268,10-191-09,사하구,하단동,1162,하단 SK아파트,지상,보행등,LED,1면2색,보행등,128.9605032,35.11718440
26269,10-191-08,사하구,하단동,1162,하단 SK아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9604927,35.11703001
26270,10-191-07,사하구,하단동,1162,하단 SK아파트,지상,차량등,LED,1면4색,횡형4색,128.9605496,35.11698171
26271,10-191-06,사하구,하단동,1162,하단 SK아파트,지상,차량등,LED,1면3색,횡형3색,128.9605496,35.11698171
26272,10-191-05,사하구,하단동,1162,하단 SK아파트,지상,보행등,LED,1면2색,보행등,128.9606681,35.11693109
26273,10-191-04,사하구,하단동,1162,하단 SK아파트,지상,보행등,LED,1면2색,보행등,128.9606733,35.11709375
26274,10-191-03,사하구,하단동,1162,하단 SK아파트,지상,보행등,LED,1면2색,보행등,128.9606733,35.11709375
26275,10-191-02,사하구,하단동,1162,하단 SK아파트,지상,차량등,LED,1면3색,횡형3색,128.9606022,35.11709028
26276,10-191-01,사하구,하단동,1162,하단 SK아파트,지상,차량등,LED,1면4색,횡형4색,128.9606022,35.11709028
26277,10-190-08,서구,아미동2가,산22-8,감정초교,지상,보행등,LED,1면2색,보행등,129.0106695,35.09746139
26278,10-190-07,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,종형3색,129.0106695,35.09746139
26279,10-190-06,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,횡형3색,129.0106975,35.09742306
26280,10-190-05,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,횡형3색,129.0106975,35.09742306
26281,10-190-04,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,횡형3색,129.0107745,35.09741640
26282,10-190-03,서구,아미동2가,산22-8,감정초교,지상,보행등,LED,1면2색,보행등,129.0108101,35.09737533
26283,10-190-02,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,횡형3색,129.0109573,35.09754077
26284,10-190-01,서구,아미동2가,산22-8,감정초교,지상,차량등,LED,1면3색,횡형3색,129.0109496,35.09757549
26285,10-189-18,사하구,구평동,90-49,한보철강고철원료장,지상,보행등,LED,1면2색,보행등,128.9904527,35.08229562
26286,10-189-17,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9903153,35.08209269
26287,10-189-16,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9903432,35.08204920
26288,10-189-15,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9903824,35.08203215
26289,10-189-14,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9903824,35.08203215
26290,10-189-13,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9905604,35.08215111
26291,10-189-12,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9905604,35.08215111
26292,10-189-11,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9905981,35.08213510
26293,10-189-10,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9906188,35.08207814
26294,10-189-09,사하구,구평동,73,한보철강고철원료장,지상,보행등,LED,1면2색,보행등,128.9906396,35.08211744
26295,10-189-08,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9913058,35.08310585
26296,10-189-07,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9913190,35.08313284
26297,10-189-06,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면4색,횡형4색,128.9912856,35.08318047
26298,10-189-05,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면4색,횡형4색,128.9912510,35.08319582
26299,10-189-04,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9912510,35.08319582
26300,10-189-03,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9910680,35.08305724
26301,10-189-02,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면4색,횡형4색,128.9910680,35.08305724
26302,10-189-01,사하구,구평동,73,한보철강고철원료장,지상,차량등,LED,1면3색,횡형3색,128.9910304,35.08307269
26303,10-188-10,사하구,감천동,406-1,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0053731,35.08625579
26304,10-188-09,사하구,감천동,406-1,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0052785,35.08619816
26305,10-188-08,사하구,감천동,406-1,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0052488,35.08617902
26306,10-188-07,사하구,감천동,Jan-76,감천소방PB,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0054404,35.08590267
26307,10-188-06,사하구,감천동,Jan-76,감천소방PB,지상,차량등,LED,1면3색,종형3색,129.0054404,35.08590267
26308,10-188-05,사하구,감천동,Jan-86,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0055180,35.08592550
26309,10-188-04,사하구,감천동,Jan-86,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0056085,35.08598280
26310,10-188-03,사하구,감천동,Jan-86,감천소방PB,지상,차량등,LED,1면3색,횡형3색,129.0056427,35.08600145
26311,10-188-02,사하구,감천동,79,감천소방PB,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0056131,35.08615012
26312,10-188-01,사하구,감천동,79,감천소방PB,지상,차량등,LED,1면3색,종형3색,129.0056131,35.08615012
26313,10-187-08,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,종형3색,128.9847573,35.09949264
26314,10-187-07,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9847478,35.09945891
26315,10-187-06,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9847393,35.09942885
26316,10-187-05,사하구,괴정동,550-6,괴정삼익아파트 앞,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9847488,35.09936222
26317,10-187-04,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,종형3색,128.9848935,35.09946999
26318,10-187-03,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9849029,35.09950372
26319,10-187-02,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9849114,35.09953378
26320,10-187-01,사하구,괴정동,550-3,괴정삼익아파트 앞,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9849213,35.09956875
26321,10-186-12,사하구,구평동,486,감천터널,지상,차량등,LED,1면3색,횡형3색,128.9952204,35.05347318
26322,10-186-11,사하구,구평동,486,감천터널,지상,차량등,LED,1면3색,횡형3색,128.9951890,35.05346439
26323,10-186-10,사하구,구평동,486,감천터널,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9951451,35.05345206
26324,10-186-09,사하구,구평동,486,감천터널,지상,차량등,LED,1면3색,횡형3색,128.9951856,35.05336592
26325,10-186-08,사하구,구평동,486,감천터널,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9951460,35.05330538
26326,10-186-07,사하구,구평동,486,감천터널,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9952037,35.05331635
26327,10-186-06,사하구,구평동,486,감천터널,지상,차량등,LED,1면3색,횡형3색,128.9952791,35.05333748
26328,10-186-05,사하구,구평동,486,감천터널,지상,차량등,LED,1면4색,횡형4색,128.9953856,35.05328912
26329,10-186-04,사하구,구평동,486,감천터널,지상,차량등,LED,1면4색,횡형4색,128.9954183,35.05329863
26330,10-186-03,사하구,구평동,486,감천터널,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9954617,35.05331124
26331,10-186-02,사하구,구평동,486,감천터널,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9954266,35.05338929
26332,10-186-01,사하구,구평동,486,감천터널,지상,차량등,LED,1면4색,횡형4색,128.9953326,35.05341646
26333,10-185-08,사하구,다대동,1451-1,은마주유소,지상,차량등,LED,1면3색,횡형3색,128.9720215,35.05898859
26334,10-185-07,사하구,다대동,1212-2,은마주유소,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9719846,35.05901566
26335,10-185-06,사하구,다대동,1212-2,은마주유소,지상,차량등,LED,1면3색,종형3색,128.9719274,35.05897445
26336,10-185-05,사하구,다대동,1116-1,은마주유소,지상,차량등,LED,1면3색,횡형3색,128.9720398,35.05888309
26337,10-185-04,사하구,다대동,1116-1,은마주유소,지상,차량등,LED,1면3색,횡형3색,128.9720685,35.05886691
26338,10-185-03,사하구,다대동,1116-1,은마주유소,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9721148,35.05884073
26339,10-185-02,사하구,다대동,1116-1,은마주유소,지상,차량등,LED,1면3색,종형3색,128.9721563,35.05888719
26340,10-185-01,사하구,다대동,1155-4,은마주유소,지상,차량등,LED,1면3색,횡형3색,128.9720522,35.05896602
26341,10-184-17,사하구,하단동,1193,을숙도초교,지상,차량등,LED,1면3색,종형3색,128.9606447,35.11516569
26342,10-184-16,사하구,하단동,1193,을숙도초교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9606447,35.11516569
26343,10-184-15,사하구,하단동,1193,을숙도초교,지상,보행등,LED,1면2색,보행등+시간표시등(도형),128.9605987,35.11493476
26344,10-184-14,사하구,하단동,1193,을숙도초교,지상,차량등,LED,1면4색,횡형4색,128.9605965,35.11488024
26345,10-184-13,사하구,하단동,1193,을숙도초교,지상,차량등,LED,1면4색,횡형4색,128.9605965,35.11488024
26346,10-184-12,사하구,하단동,1193,을숙도초교,지상,보행등,LED,1면2색,보행등+시간표시등(도형),128.9606181,35.11473064
26347,10-184-11,사하구,하단동,1193,을숙도초교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9606684,35.11464554
26348,10-184-10,사하구,하단동,1193,을숙도초교,지상,차량등,LED,1면4색,횡형4색,128.9607181,35.11464130
26349,10-184-09,사하구,하단동,1193,을숙도초교,지상,차량등,LED,1면4색,횡형4색,128.9607181,35.11464130
