순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
26005,11-011-07,금정구,청룡동,57-17,범어사입구,지상,차량등,LED,1면4색,횡형4색,129.0926452,35.27546565
26006,11-011-06,금정구,청룡동,57-17,범어사입구,지상,차량등,LED,1면3색,횡형3색,129.0926452,35.27546565
26007,11-011-05,금정구,청룡동,87-13,범어사입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0928129,35.27541213
26008,11-011-04,금정구,청룡동,산116-1,범어사입구,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0928418,35.27558875
26009,11-011-03,금정구,청룡동,산116-1,범어사입구,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0928434,35.27561630
26010,11-011-02,금정구,청룡동,산116-1,범어사입구,지상,차량등,LED,1면4색,횡형4색,129.0928134,35.27571510
26011,11-011-01,금정구,청룡동,산116-1,범어사입구,지상,차량등,LED,1면4색,횡형4색,129.0927702,35.27571841
26012,11-010-08,금정구,남산동,373-1,청룡초교,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0925537,35.27079020
26013,11-010-07,금정구,남산동,373-1,청룡초교,지상,차량등,LED,1면3색,종형3색,129.0925537,35.27079020
26014,11-010-06,금정구,남산동,373-1,청룡초교,지상,차량등,LED,1면3색,횡형3색,129.0926097,35.27079016
26015,11-010-05,금정구,남산동,373-1,청룡초교,지상,차량등,LED,1면3색,횡형3색,129.0926531,35.27079012
26016,11-010-04,금정구,남산동,Mar-48,청룡초교,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0928483,35.27088352
26017,11-010-03,금정구,남산동,Mar-48,청룡초교,지상,차량등,LED,1면3색,종형3색,129.0928483,35.27088352
26018,11-010-02,금정구,남산동,374-11,청룡초교,지상,차량등,LED,1면3색,횡형3색,129.0927990,35.27088356
26019,11-010-01,금정구,남산동,373-2,청룡초교,지상,차량등,LED,1면3색,횡형3색,129.0927552,35.27088359
26020,11-009-08,금정구,남산동,120-16,국도주유소,지상,차량등,LED,1면3색,종형3색,129.0918181,35.26298828
26021,11-009-07,금정구,남산동,120-16,국도주유소,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0918181,35.26298828
26022,11-009-06,금정구,남산동,120-16,국도주유소,지상,차량등,LED,1면3색,횡형3색,129.0918758,35.26298058
26023,11-009-05,금정구,남산동,Jan-39,국도주유소,지상,차량등,LED,1면3색,횡형3색,129.0919223,35.26297437
26024,11-009-04,금정구,남산동,Jan-39,국도주유소,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0921139,35.26300624
26025,11-009-03,금정구,남산동,Jan-39,국도주유소,지상,차량등,LED,1면3색,종형3색,129.0921139,35.26300624
26026,11-009-02,금정구,남산동,Jan-39,국도주유소,지상,차량등,LED,1면4색,횡형4색,129.0920762,35.26301224
26027,11-009-01,금정구,남산동,Jan-39,국도주유소,지상,차량등,LED,1면4색,횡형4색,129.0920394,35.26301810
26028,11-008-08,금정구,구서동,04월 04일,두실역,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0912144,35.25803028
26029,11-008-07,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0911992,35.25800243
26030,11-008-06,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0912872,35.25785690
26031,11-008-05,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0913238,35.25785644
26032,11-008-04,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0914382,35.25791317
26033,11-008-03,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0914787,35.25791405
26034,11-008-02,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0915282,35.25794955
26035,11-008-01,금정구,구서동,04월 01일,두실역,지상,차량등,LED,1면4색,횡형4색,129.0915274,35.25797399
26036,11-007-16,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면3색,횡형3색,129.0913289,35.25490494
26037,11-007-15,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면3색,횡형3색,129.0912826,35.25490497
26038,11-007-14,금정구,구서동,183-2,선경아파트,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0912402,35.25490500
26039,11-007-13,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면3색,종형3색,129.0912402,35.25490500
26040,11-007-12,금정구,구서동,195-19,선경아파트,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0912508,35.25352308
26041,11-007-11,금정구,구서동,195-19,선경아파트,지상,차량등,LED,1면3색,종형3색,129.0912508,35.25352308
26042,11-007-10,금정구,구서동,936-8,선경아파트,지상,차량등,LED,1면3색,횡형3색,129.0912929,35.25325255
26043,11-007-09,금정구,구서동,936-8,선경아파트,지상,차량등,LED,1면3색,횡형3색,129.0913409,35.25325251
26044,11-007-08,금정구,구서동,936-8,선경아파트,지상,차량등,LED,1면4색,횡형4색,129.0914344,35.25352848
26045,11-007-07,금정구,구서동,936-8,선경아파트,지상,차량등,LED,1면4색,횡형4색,129.0914816,35.25352845
26046,11-007-06,금정구,구서동,936-8,선경아파트,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0915376,35.25352840
26047,11-007-05,금정구,구서동,936-8,선경아파트,지상,차량등,LED,1면3색,종형3색,129.0915376,35.25352840
26048,11-007-04,금정구,구서동,183-2,선경아파트,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0915362,35.25498498
26049,11-007-03,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면3색,종형3색,129.0915362,35.25498498
26050,11-007-02,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면4색,횡형4색,129.0915053,35.25498538
26051,11-007-01,금정구,구서동,183-2,선경아파트,지상,차량등,LED,1면4색,횡형4색,129.0914596,35.25498597
26052,11-006-23,금정구,구서동,370-2,태광산업,지상,보행등,LED,1면2색,보행등,129.0918590,35.24999535
26053,11-006-22,금정구,구서동,370-2,태광산업,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0918590,35.24999535
26054,11-006-21,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0917968,35.24998898
26055,11-006-20,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0917509,35.24998429
26056,11-006-19,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0917509,35.24998429
26057,11-006-18,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0916552,35.24978765
26058,11-006-17,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0916255,35.24978000
26059,11-006-16,금정구,구서동,370-2,태광산업,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0915441,35.24985629
26060,11-006-15,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0916051,35.24970606
26061,11-006-14,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0915887,35.24973363
26062,11-006-13,금정구,구서동,Jan-90,태광산업,지상,보행등,LED,1면2색,보행등,129.0917885,35.24866675
26063,11-006-12,금정구,구서동,Jan-90,태광산업,지상,보행등,LED,1면2색,보행등,129.0919089,35.24848601
26064,11-006-11,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색,종형3색,129.0919089,35.24848601
26065,11-006-10,금정구,구서동,85-27,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0919708,35.24835022
26066,11-006-09,금정구,구서동,85-27,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0919823,35.24833195
26067,11-006-08,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0919710,35.24847948
26068,11-006-07,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0920110,35.24848797
26069,11-006-06,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0921182,35.24863250
26070,11-006-05,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색,횡형3색,129.0921551,35.24864126
26071,11-006-04,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0922370,35.24860577
26072,11-006-03,금정구,구서동,Jan-90,태광산업,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0922325,35.24863502
26073,11-006-02,금정구,구서동,370-2,태광산업,지상,보행등,LED,1면2색,보행등,129.0919291,35.24972799
26074,11-006-01,금정구,구서동,370-2,태광산업,지상,차량등,LED,1면3색,종형3색,129.0919173,35.24970778
26075,11-005-34,금정구,구서동,Jan-84,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0927855,35.24681344
26076,11-005-33,금정구,구서동,Jan-84,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0926053,35.24677364
26077,11-005-32,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0925549,35.24683514
26078,11-005-31,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0926950,35.24663598
26079,11-005-30,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0925059,35.24682701
26080,11-005-29,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0927007,35.24660887
26081,11-005-28,금정구,구서동,Jan-84,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0924617,35.24681966
26082,11-005-27,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0926707,35.24646824
26083,11-005-26,금정구,구서동,Jan-84,금정경찰서,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0926055,35.24616923
26084,11-005-25,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0926850,35.24626539
26085,11-005-24,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0927202,35.24627339
26086,11-005-23,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0925884,35.24589246
26087,11-005-22,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0926158,35.24586923
26088,11-005-21,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색,종형3색,129.0926467,35.24580023
26089,11-005-20,금정구,구서동,Jan-84,금정경찰서,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0926746,35.24581949
26090,11-005-19,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0928974,35.24581020
26091,11-005-18,금정구,구서동,Jan-84,금정경찰서,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0928429,35.24639235
26092,11-005-17,금정구,구서동,Apr-84,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0928661,35.24630604
26093,11-005-16,금정구,구서동,Apr-84,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0929264,35.24615746
26094,11-005-15,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0930315,35.24620645
26095,11-005-14,금정구,구서동,Apr-84,금정경찰서,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0928751,35.24642095
26096,11-005-13,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0930754,35.24621968
26097,11-005-12,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0931774,35.24626065
26098,11-005-11,금정구,구서동,495,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0934147,35.24635018
26099,11-005-10,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0930910,35.24648903
26100,11-005-09,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0930581,35.24651349
26101,11-005-08,금정구,구서동,Apr-84,금정경찰서,지상,차량등,LED,1면4색,횡형4색,129.0929084,35.24656463
26102,11-005-07,금정구,구서동,84-18,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0929865,35.24690441
26103,11-005-06,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0929941,35.24696327
26104,11-005-05,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면3색,횡형3색,129.0929909,35.24693890
26105,11-005-04,금정구,구서동,84-18,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0929772,35.24701280
26106,11-005-03,금정구,구서동,84-18,금정경찰서,지상,차량등,LED,1면3색,종형3색,129.0929772,35.24701280
26107,11-005-02,금정구,구서동,Apr-84,금정경찰서,지상,보행등,LED,1면2색,보행등,129.0928657,35.24688336
26108,11-005-01,금정구,구서동,Apr-84,금정경찰서,지상,차량등,LED,1면3색,종형3색,129.0928657,35.24688336
26109,11-004-25,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,차량등,LED,1면1색,횡형3색(화살),129.0924250,35.23909720
26110,11-004-24,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0924091,35.23956053
26111,11-004-23,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,종형3색,129.0924091,35.23956053
26112,11-004-22,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0923988,35.23952673
26113,11-004-21,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,차량등,LED,1면4색,횡형4색,129.0924168,35.23909799
26114,11-004-20,금정구,부곡동,216-19,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0924168,35.23909799
26115,11-004-19,금정구,부곡동,216-8,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0923710,35.23910246
26116,11-004-18,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,종형3색,129.0922944,35.23924054
26117,11-004-17,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,종형3색,129.0923293,35.23914246
26118,11-004-16,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0923295,35.23910650
26119,11-004-15,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0923295,35.23910650
26120,11-004-14,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0921900,35.23813272
26121,11-004-13,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,종형3색,129.0921900,35.23813272
26122,11-004-12,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0922151,35.23802192
26123,11-004-11,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0922499,35.23801791
26124,11-004-10,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0923750,35.23810685
26125,11-004-09,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0924265,35.23810129
26126,11-004-08,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0924750,35.23809606
26127,11-004-07,금정구,부곡동,215-7,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0926633,35.23920990
26128,11-004-06,금정구,부곡동,215-7,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,종형3색,129.0926633,35.23920990
26129,11-004-05,금정구,부곡동,Feb-59,(LG마트)롯데마트 금정점,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0927355,35.23960391
26130,11-004-04,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면4색,횡형4색,129.0926226,35.23937330
26131,11-004-03,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면4색,횡형4색,129.0925774,35.23937774
26132,11-004-02,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면3색,횡형3색,129.0926275,35.23961404
26133,11-004-01,금정구,부곡동,223-1,(LG마트)롯데마트 금정점,지상,차량등,LED,1면1색,횡형3색(화살),129.0926193,35.23961481
26134,11-003-27,금정구,부곡동,255-10,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0913102,35.23143788
26135,11-003-26,금정구,부곡동,267-40,부곡로타리,지상,차량등,LED,1면3색,종형3색,129.0912730,35.23111132
26136,11-003-25,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0912428,35.23105625
26137,11-003-24,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0911850,35.23100863
26138,11-003-23,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0911825,35.23097209
26139,11-003-22,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0911825,35.23097209
26140,11-003-21,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0911551,35.23088445
26141,11-003-20,금정구,부곡동,267-40,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0913157,35.23074406
26142,11-003-19,금정구,부곡동,267-40,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0912635,35.23074547
26143,11-003-18,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0911502,35.23001838
26144,11-003-17,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0911180,35.22985850
26145,11-003-16,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0911534,35.22985755
26146,11-003-15,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0911534,35.22985755
26147,11-003-14,금정구,부곡동,267-40,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0913665,35.23003686
26148,11-003-13,금정구,부곡동,267-40,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0913665,35.23003686
26149,11-003-12,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0914146,35.23003285
26150,11-003-11,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0914678,35.23002842
26151,11-003-10,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0916414,35.23079892
26152,11-003-09,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0917074,35.23089123
26153,11-003-08,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면4색,횡형4색,129.0917106,35.23092627
26154,11-003-07,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0917106,35.23092627
26155,11-003-06,금정구,부곡동,266-5,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0915680,35.23117149
26156,11-003-05,금정구,부곡동,257-34,부곡로타리,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0915794,35.23133862
26157,11-003-04,금정구,부곡동,257-34,부곡로타리,지상,차량등,LED,1면3색,종형3색,129.0915794,35.23133862
26158,11-003-03,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0915153,35.23119623
26159,11-003-02,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0914718,35.23119927
26160,11-003-01,금정구,부곡동,266-5,부곡로타리,지상,차량등,LED,1면3색,횡형3색,129.0914718,35.23119927
26161,11-002-12,금정구,부곡동,643-57,소정교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0874977,35.22334039
26162,11-002-11,금정구,부곡동,643-57,소정교회,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0874977,35.22334039
26163,11-002-10,금정구,부곡동,650-33,소정교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0873528,35.22312005
26164,11-002-09,금정구,부곡동,650-33,소정교회,지상,차량등,LED,1면3색,횡형3색,129.0874084,35.22306630
26165,11-002-08,금정구,부곡동,650-33,소정교회,지상,차량등,LED,1면4색,횡형4색,129.0874563,35.22304865
26166,11-002-07,금정구,부곡동,650-33,소정교회,지상,차량등,LED,1면3색,횡형3색,129.0874563,35.22304865
26167,11-002-06,금정구,부곡동,646-48,소정교회,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0875919,35.22290644
26168,11-002-05,금정구,부곡동,647-9,소정교회,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0876243,35.22292869
26169,11-002-04,금정구,부곡동,643-57,소정교회,지상,차량등,LED,1면4색,횡형4색,129.0876995,35.22313217
26170,11-002-03,금정구,부곡동,643-57,소정교회,지상,차량등,LED,1면3색,횡형3색,129.0876580,35.22314701
26171,11-002-02,금정구,부곡동,643-57,소정교회,지상,차량등,LED,1면4색,횡형4색,129.0876580,35.22314701
26172,11-002-01,금정구,부곡동,643-57,소정교회,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0878320,35.22330278
26173,11-001-17,금정구,부곡동,23-18,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0930546,35.24314625
26174,11-001-16,금정구,부곡동,12월 23일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0930106,35.24314975
26175,11-001-15,금정구,부곡동,12월 23일,금정구청(동래여고),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0929672,35.24310918
26176,11-001-14,금정구,부곡동,12월 23일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0930143,35.24288364
26177,11-001-13,금정구,부곡동,12월 23일,금정구청(동래여고),지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0928619,35.24253449
26178,11-001-12,금정구,부곡동,12월 23일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0929190,35.24252660
26179,11-001-11,금정구,부곡동,12월 23일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0929521,35.24252202
26180,11-001-10,금정구,부곡동,01월 24일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0930643,35.24250604
26181,11-001-09,금정구,부곡동,22-15,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0931007,35.24250447
26182,11-001-08,금정구,부곡동,22-17,금정구청(동래여고),지상,차량등,LED,1면3색,종형3색,129.0931537,35.24250218
26183,11-001-07,금정구,부곡동,22-17,금정구청(동래여고),지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0931537,35.24250218
26184,11-001-06,금정구,부곡동,01월 22일,금정구청(동래여고),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0932255,35.24296788
26185,11-001-05,금정구,부곡동,01월 22일,금정구청(동래여고),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0932264,35.24301046
26186,11-001-04,금정구,부곡동,01월 22일,금정구청(동래여고),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0932254,35.24303105
26187,11-001-03,금정구,부곡동,01월 22일,금정구청(동래여고),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0932244,35.24305231
26188,11-001-02,금정구,부곡동,22-17,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0931822,35.24299521
26189,11-001-01,금정구,부곡동,06월 23일,금정구청(동래여고),지상,차량등,LED,1면3색,횡형3색,129.0931347,35.24299741
26190,10-903-14,사하구,당리동,317-86,,지상,차량등,LED,1면3색,횡형3색,128.9745757,35.10333578
26191,10-903-13,사하구,당리동,325-15,,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9744696,35.10344160
26192,10-903-12,사하구,당리동,325-15,,지상,차량등,LED,1면3색,종형3색,128.9744696,35.10344160
26193,10-903-11,사하구,하단동,325-22,,지상,차량등,LED,1면3색,횡형3색,128.9743211,35.10331581
26194,10-903-10,사하구,하단동,317-73,,지상,차량등,LED,1면3색,횡형3색,128.9743076,35.10329025
26195,10-903-09,사하구,하단동,326-10,,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9742869,35.10325097
26196,10-903-08,사하구,하단동,326-10,,지상,차량등,LED,1면3색,종형3색,128.9742869,35.10325097
26197,10-903-07,사하구,당리동,326-10,,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9746745,35.10312501
26198,10-903-06,사하구,당리동,326-10,,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9747029,35.10311589
26199,10-903-05,사하구,당리동,326-10,,지상,차량등,LED,1면3색,횡형3색,128.9748582,35.10311541
26200,10-903-04,사하구,당리동,326-10,,지상,차량등,LED,1면3색,횡형3색,128.9748759,35.10314712
26201,10-903-03,사하구,당리동,317-86,,지상,보행등,LED,1면2색,보행등,128.9749147,35.10330867
26202,10-903-02,사하구,당리동,317-114,,지상,보행등,LED,1면2색,보행등,128.9747743,35.10341384
26203,10-903-01,사하구,당리동,317-86,,지상,차량등,LED,1면3색,횡형3색,128.9745946,35.10336657
26204,10-199-07,사하구,다대동,1548-5,동진여객입구,지상,보행등,LED,1면2색,보행등,128.9618818,35.04952277
26205,10-199-06,사하구,다대동,1548-5,동진여객입구,지상,차량등,LED,1면3색,횡형3색,128.9618685,35.04948982
26206,10-199-05,사하구,다대동,1548-5,동진여객입구,지상,차량등,LED,1면3색,횡형3색,128.9618564,35.04945975
26207,10-199-04,사하구,다대동,1548-5,동진여객입구,지상,차량등,LED,1면3색,횡형3색,128.9618564,35.04945975
26208,10-199-03,사하구,다대동,1548-5,동진여객입구,지상,보행등,LED,1면2색,보행등,128.9618902,35.04929325
26209,10-199-02,사하구,다대동,1548-5,동진여객입구,지상,차량등,LED,1면3색,종형3색,128.9618941,35.04929217
26210,10-199-01,사하구,다대동,1548-5,동진여객입구,지상,차량등,LED,1면3색,종형3색,128.9619309,35.04950062
26211,10-197-09,사하구,장림동,542,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9730065,35.06986582
26212,10-197-08,사하구,장림동,525-18,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9731467,35.06971946
26213,10-197-07,사하구,장림동,542,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9729732,35.06985453
26214,10-197-06,사하구,장림동,525-18,장림 강남아파트 앞,지상,보행등,LED,1면2색,보행등,128.9731855,35.06957016
26215,10-197-05,사하구,장림동,525-18,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9732332,35.06960094
26216,10-197-04,사하구,장림동,525-18,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9732645,35.06960754
26217,10-197-03,사하구,장림동,525-18,장림 강남아파트 앞,지상,차량등,LED,1면3색,횡형3색,128.9732889,35.06962321
26218,10-197-02,사하구,장림동,525-18,장림 강남아파트 앞,지상,보행등,LED,1면2색,보행등,128.9733123,35.06963833
26219,10-197-01,사하구,장림동,525-18,장림 강남아파트 앞,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9732263,35.06972230
26220,10-195-18,사하구,장림동,407-12,장림경희병원주변,지상,보행등,LED,1면2색,보행등,128.9759761,35.07393654
26221,10-195-17,사하구,장림동,407-12,장림경희병원주변,지상,차량등,LED,1면3색,종형3색,128.9759761,35.07393654
