위도,경도,name,name:ko,highway,public_transport
34.9663115,126.5121126,사창1리(원사창),사창1리(원사창),bus_stop,platform
34.9593261,126.5080032,사창1리(원사창),사창1리(원사창),bus_stop,platform
34.9712527,126.5233271,사창5리(사동),사창5리(사동),bus_stop,platform
34.9816331,126.5225428,봉산2리(옥반동),봉산2리(옥반동),bus_stop,platform
34.9777657,126.5250149,봉산3리(기룡동),봉산3리(기룡동),bus_stop,platform
34.8896185,126.4304753,청계2리(구암),청계2리(구암),bus_stop,platform
34.8941972,126.4322765,청계1리(원청계),청계1리(원청계),bus_stop,platform
34.9093737,126.4285971,도림5리(문화촌),도림5리(문화촌),bus_stop,platform
34.9109123,126.4297145,도림2리(연곡),도림2리(연곡),bus_stop,platform
34.914515,126.4285265,도림4리(월암),도림4리(월암),bus_stop,platform
34.9216448,126.4265094,상마2리(하마정),상마2리(하마정),bus_stop,platform
34.9246127,126.4276029,상마3리(평림),상마3리(평림),bus_stop,platform
34.9321767,126.4326836,송현2리(대성동),송현2리(대성동),bus_stop,platform
34.9431901,126.4419766,청수1리(신흥동),청수1리(신흥동),bus_stop,platform
34.9490288,126.4435782,태봉리(태봉),태봉리(태봉),bus_stop,platform
34.9565206,126.4472827,남안1리(동암),남안1리(동암),bus_stop,platform
34.9708037,126.4588392,청천1리(상청천),청천1리(상청천),bus_stop,platform
34.8875683,126.4293165,청계4리(학유정),청계4리(학유정),bus_stop,platform
34.8896619,126.430131,청계2리(구암),청계2리(구암),bus_stop,platform
34.8951089,126.432304,청계1리(원청계),청계1리(원청계),bus_stop,platform
34.9073268,126.4306297,도림5리(문화촌),도림5리(문화촌),bus_stop,platform
34.9127567,126.4288226,월암4리(월암),월암4리(월암),bus_stop,platform
34.9197302,126.4264332,상마2리(하마정),상마2리(하마정),bus_stop,platform
34.9208465,126.4204215,상마3리(평림),상마3리(평림),bus_stop,platform
34.929502,126.4304865,송현2리(대성동),송현2리(대성동),bus_stop,platform
34.9433225,126.4416938,청수1리(신흥동),청수1리(신흥동),bus_stop,platform
34.9480668,126.4431301,태봉리(태봉),태봉리(태봉),bus_stop,platform
34.9562774,126.4465953,남안3리(상천동),남안3리(상천동),bus_stop,platform
34.9691034,126.4573216,청천2리(하청천),청천2리(하청천),bus_stop,platform
34.8876783,126.4325294,청계1리(원청계),청계1리(원청계),bus_stop,platform
34.8841579,126.4352182,청계3리(장부교),청계3리(장부교),bus_stop,platform
34.8838423,126.4361846,청계3리(장부교),청계3리(장부교),bus_stop,platform
34.8836987,126.4378456,청계3리(장부교),청계3리(장부교),bus_stop,platform
34.8941572,126.4605916,월선2리(중화동),월선2리(중화동),bus_stop,platform
34.8825288,126.4547794,월선3리(석대정),월선3리(석대정),bus_stop,platform
34.8825756,126.461663,월선3리(석대정),월선3리(석대정),bus_stop,platform
34.9262354,126.4189404,상마2리(하마정),상마2리(하마정),bus_stop,platform
34.9292496,126.4153486,상마1리(상마정),상마1리(상마정),bus_stop,platform
34.9393968,126.4096773,복룡1리(복룡),복룡1리(복룡),bus_stop,platform
34.9426239,126.4071542,강정2리(태천),강정2리(태천),bus_stop,platform
34.9501852,126.4049466,도대(도대),도대(도대),bus_stop,platform
34.9566431,126.4153196,서호3리(기동),서호3리(기동),bus_stop,platform
34.9581134,126.4166467,서호3리(기동),서호3리(기동),bus_stop,platform
34.9595942,126.4187838,서호1리(벌포),서호1리(벌포),bus_stop,platform
