위도,경도,highway,public_transport,bus,name,source,source:date,addr:subdistrict
37.46954,129.03669,bus_stop,platform,yes,쌍용자원개발입구(대동.북평방면),공공데이터포털,2020-11-24,삼화동
37.5811,129.08336,bus_stop,platform,yes,약천마을(만우방면),공공데이터포털,2020-11-24,심곡동
37.56153,129.11953,bus_stop,platform,yes,해변으로앞(발한.시청방면),공공데이터포털,2020-11-24,어달동
37.56207,129.1198,bus_stop,platform,yes,어달항회센터(대진방면),공공데이터포털,2020-11-24,어달동
37.56689,129.11908,bus_stop,platform,yes,어달해수욕장(발한.시청방면),공공데이터포털,2020-11-24,어달동
37.56708,129.1191,bus_stop,platform,yes,어달해변(대진방면),공공데이터포털,2020-11-24,어달동
37.5319,129.1127,bus_stop,platform,yes,다이소앞(시청.북평방면),공공데이터포털,2020-11-24,평릉동
37.53175,129.11265,bus_stop,platform,yes,엘리시아아파트(발한.망상방면),공공데이터포털,2020-11-24,평릉동
37.48853,129.0977,bus_stop,platform,yes,용산빌라(무릉.신흥방면),공공데이터포털,2020-11-24,쇄운동
37.48829,129.09791,bus_stop,platform,yes,용산빌라(대동.북평방면),공공데이터포털,2020-11-24,쇄운동
37.48511,129.01974,bus_stop,platform,yes,석현사(대동.북평방면),공공데이터포털,2020-11-24,이기동
37.4809,129.11246,bus_stop,platform,yes,이도동(북평.시청방면),공공데이터포털,2020-11-24,이도동
37.48053,129.11231,bus_stop,platform,yes,이도현대아파트(삼화.무릉방면),공공데이터포털,2020-11-24,이도동
