위도,경도,name,addr:full,plant:storage,start_date,source:date,power,plant:source,plant:method,plant:output:electricity,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
35.882246,128.042801,금곡,경상북도 김천시 증산면 금곡리 1326-84(건물위),44.4 kW,2019-05-30,2019-11-28,plant,solar,photovoltaic,yes,,,1326-84,증산면,,,
35.903315,127.957491,화전,경상북도 김천시 대덕면 화전리 289(가동 건물위),28.08 kW,2019-04-10,2019-11-28,plant,solar,photovoltaic,yes,,,289,대덕면,가,,
36.092432,128.116396,김천위탁영농,"경상북도 김천시 양천동 262,262-2(건물위)",99 kW,2019-10-23,2019-11-28,plant,solar,photovoltaic,yes,,,"262,262-2",양천동,,,
36.21195,128.18088,동광에너지,경상북도 김천시 감문면 보광리 75-1(건물위),96.2 kW,2019-04-15,2019-11-28,plant,solar,photovoltaic,yes,,,75-1,감문면,,,
36.232878,128.069783,옥수,"경상북도 김천시 어모면 능치리 49,48-1,50-4,50-5,50-8가동(건물위)",98.55 kW,2019-7.-26,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.141126,128.063822,신세계 제2,"경상북도 김천시 봉산면 신리 426, 426-1(건물위)",65.7 kW,2019-11-06,2019-11-28,plant,solar,photovoltaic,yes,,,426,봉산면,,,
36.17488,128.244845,가비,경상북도 김천시 아포읍 인리 743,91.26 kW,2019-08-08,2019-11-28,plant,solar,photovoltaic,yes,,,743,아포읍,,,
36.17488,128.244845,구미리,경상북도 김천시 구성면 남김천대로 2167(건물위),19.5 kW,2019-04-23,2019-11-28,plant,solar,photovoltaic,yes,,남김천대로,2167,구성면,,,
36.134974,128.154354,연암,경상북도 김천시 덕곡동 176-1 외1(건물위),299.7 kW,2019-06-18,2019-11-28,plant,solar,photovoltaic,yes,,,176-1,덕곡동,,,
36.142796,128.227565,대성,경상북도 김천시 아포읍 제석리 1171,99.6 kW,2019-11-04,2019-11-28,plant,solar,photovoltaic,yes,,,1171,아포읍,,,
36.169621,128.124005,제이에스,경상북도 김천시 어모면 남산리 1996(건물위),249.2 kW,2019-07-26,2019-11-28,plant,solar,photovoltaic,yes,,,1996,어모면,,,
36.230391,128.087351,에너원 김천제2태양광,경상북도 김천시 어모면 옥계리 524-3,98.8 kW,2019-06-17,2019-11-28,plant,solar,photovoltaic,yes,,,524-3,어모면,,,
36.230391,128.087351,에너원 김천제1태양광,경상북도 김천시 어모면 옥계리 524-2,92.625 kW,2019-06-17,2019-11-28,plant,solar,photovoltaic,yes,,,524-2,어모면,,,
36.090073,128.240481,청수그린필,경상북도 김천시 남면 송곡리 232-1번지 외2(건물위),90.09 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,,남면,,,
